100633,oracle-mysql-cve-2017-10284
100634,oracle-mysql-cve-2017-10286
100635,oracle-mysql-cve-2017-10294
100636,oracle-mysql-cve-2017-10296
100637,oracle-mysql-cve-2017-10311
100638,oracle-mysql-cve-2017-10313
100639,oracle-mysql-cve-2017-10314
100640,oracle-mysql-cve-2017-10320
100641,oracle-mysql-cve-2017-10365
100642,oracle-mysql-cve-2017-10378
100643,oracle-mysql-cve-2017-10379
100644,oracle-mysql-cve-2017-10384
100645,oracle-mysql-cve-2017-3238
100646,oracle-mysql-cve-2017-3243
100647,oracle-mysql-cve-2017-3244
100648,oracle-mysql-cve-2017-3251
100649,oracle-mysql-cve-2017-3256
100650,oracle-mysql-cve-2017-3257
100651,oracle-mysql-cve-2017-3258
100652,oracle-mysql-cve-2017-3265
100653,oracle-mysql-cve-2017-3273
100654,oracle-mysql-cve-2017-3291
100655,oracle-mysql-cve-2017-3302
100656,oracle-mysql-cve-2017-3305
100657,oracle-mysql-cve-2017-3308
100658,oracle-mysql-cve-2017-3309
100659,oracle-mysql-cve-2017-3312
100660,oracle-mysql-cve-2017-3313
100661,oracle-mysql-cve-2017-3317
100662,oracle-mysql-cve-2017-3318
100663,oracle-mysql-cve-2017-3319
100664,oracle-mysql-cve-2017-3320
100665,oracle-mysql-cve-2017-3329
100666,oracle-mysql-cve-2017-3331
100667,oracle-mysql-cve-2017-3450
100668,oracle-mysql-cve-2017-3452
100669,oracle-mysql-cve-2017-3453
100670,oracle-mysql-cve-2017-3454
100671,oracle-mysql-cve-2017-3455
100672,oracle-mysql-cve-2017-3456
100673,oracle-mysql-cve-2017-3457
100674,oracle-mysql-cve-2017-3458
100675,oracle-mysql-cve-2017-3459
100676,oracle-mysql-cve-2017-3460
100677,oracle-mysql-cve-2017-3461
100678,oracle-mysql-cve-2017-3462
100679,oracle-mysql-cve-2017-3463
100680,oracle-mysql-cve-2017-3464
100681,oracle-mysql-cve-2017-3465
100682,oracle-mysql-cve-2017-3467
100683,oracle-mysql-cve-2017-3468
100684,oracle-mysql-cve-2017-3529
100685,oracle-mysql-cve-2017-3599
100686,oracle-mysql-cve-2017-3600
100687,oracle-mysql-cve-2017-3633
100688,oracle-mysql-cve-2017-3634
100689,oracle-mysql-cve-2017-3635
100690,oracle-mysql-cve-2017-3636
100691,oracle-mysql-cve-2017-3637
100692,oracle-mysql-cve-2017-3638
100693,oracle-mysql-cve-2017-3639
100694,oracle-mysql-cve-2017-3640
100695,oracle-mysql-cve-2017-3641
100696,oracle-mysql-cve-2017-3642
100697,oracle-mysql-cve-2017-3643
100698,oracle-mysql-cve-2017-3644
100699,oracle-mysql-cve-2017-3645
100700,oracle-mysql-cve-2017-3646
100701,oracle-mysql-cve-2017-3647
100702,oracle-mysql-cve-2017-3648
100703,oracle-mysql-cve-2017-3649
100704,oracle-mysql-cve-2017-3650
100705,oracle-mysql-cve-2017-3651
100706,oracle-mysql-cve-2017-3652
100707,oracle-mysql-cve-2017-3653
100708,oracle-mysql-cve-2018-2562
100709,oracle-mysql-cve-2018-2565
100710,oracle-mysql-cve-2018-2573
100711,oracle-mysql-cve-2018-2576
100712,oracle-mysql-cve-2018-2583
100713,oracle-mysql-cve-2018-2586
100714,oracle-mysql-cve-2018-2590
100715,oracle-mysql-cve-2018-2591
100716,oracle-mysql-cve-2018-2600
100717,oracle-mysql-cve-2018-2612
100718,oracle-mysql-cve-2018-2622
100719,oracle-mysql-cve-2018-2640
100720,oracle-mysql-cve-2018-2645
100721,oracle-mysql-cve-2018-2646
100722,oracle-mysql-cve-2018-2647
100723,oracle-mysql-cve-2018-2665
100724,oracle-mysql-cve-2018-2667
100725,oracle-mysql-cve-2018-2668
